City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Fargo;North Dakota;30.7;60560;58690;119250;6154;9428;2.18;ND;White;107349
South Bend;Indiana;32.4;50483;53274;103757;3708;8779;2.72;IN;White;71391
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;Asian;18999
Pittsburg;California;34.5;33309;36118;69427;2109;21043;3.15;CA;White;25996
Mesquite;Texas;34.6;69240;75884;145124;6438;26755;2.96;TX;Hispanic or Latino;56753
Birmingham;Alabama;35.6;102122;112789;214911;13212;8258;2.21;AL;Hispanic or Latino;8940
Boca Raton;Florida;47.3;44760;48466;93226;4367;21117;2.22;FL;Hispanic or Latino;14735
Tacoma;Washington;37.7;100914;107036;207950;19040;31863;2.48;WA;Asian;26909
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.82;FL;American Indian and Alaska Native;1603
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;Asian;2528
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;White;45622
Weston;Florida;38.6;32956;36991;69947;1507;30876;3.34;FL;Hispanic or Latino;36687
Sioux Falls;South Dakota;34.6;86596;84934;171530;8658;12934;2.38;SD;Hispanic or Latino;9388
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;Black or African-American;25217
Tyler;Texas;33.9;50422;53283;103705;4813;8225;2.59;TX;Hispanic or Latino;21536
League City;Texas;35.9;49354;48996;98350;6484;8361;2.72;TX;Asian;8163
Lawrence;Kansas;27.4;45592;48324;93916;2986;8701;2.53;KS;Asian;6547
Lawrence;Kansas;27.4;45592;48324;93916;2986;8701;2.53;KS;American Indian and Alaska Native;4239
Denton;Texas;28.7;62478;68569;131047;6352;18451;2.66;TX;Black or African-American;15542
Denton;Texas;28.7;62478;68569;131047;6352;18451;2.66;TX;American Indian and Alaska Native;1857
Lafayette;Louisiana;31.7;64018;63643;127661;5206;5396;2.54;LA;American Indian and Alaska Native;1183
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.78;CA;Asian;68095
New Bedford;Massachusetts;38.6;43793;51166;94959;4185;19024;2.39;MA;Black or African-American;8890
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;White;72180
Springfield;Massachusetts;31.8;74744;79592;154336;5723;16226;2.81;MA;Hispanic or Latino;69209
Baldwin Park;California;35.8;38747;38309;77056;780;34322;4.13;CA;White;36890
San Jose;California;36.5;518317;508602;1026919;27269;401493;3.13;CA;White;442798
Pasco;Washington;28.6;35298;32799;68097;2052;16265;3.45;WA;American Indian and Alaska Native;1054
Mission Viejo;California;44.9;48849;48314;97163;4713;17308;2.85;CA;Black or African-American;2066
Modesto;California;35.2;104852;106405;211257;9855;39613;2.97;CA;Asian;19417
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;Asian;6088
The Woodlands;Texas;38.8;56083;63061;119144;8351;21188;2.93;TX;Hispanic or Latino;19574
Guaynabo;Puerto Rico;42.2;33066;37426;70492;;;;PR;American Indian and Alaska Native;589
Livermore;California;36.7;41522;46595;88117;3063;13959;2.91;CA;White;73440
Milpitas;California;36.8;40098;37519;77617;1608;39436;3.32;CA;Black or African-American;2914
Memphis;Tennessee;34.1;312237;343523;655760;31189;43318;2.55;TN;Black or African-American;420983
Providence;Rhode Island;29.9;89090;90114;179204;4933;53532;2.72;RI;Hispanic or Latino;77968
Providence;Rhode Island;29.9;89090;90114;179204;4933;53532;2.72;RI;American Indian and Alaska Native;4171
Fort Lauderdale;Florida;42.8;93948;84639;178587;8897;47582;2.38;FL;Hispanic or Latino;28148
Beaverton;Oregon;35.6;47325;49252;96577;4645;18933;2.46;OR;White;80975
Conroe;Texas;31.5;34907;33685;68592;4871;13839;2.65;TX;American Indian and Alaska Native;707
South Jordan;Utah;33.8;33669;32970;66639;2595;6142;3.61;UT;Asian;2487
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;American Indian and Alaska Native;265
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;Asian;18601
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;American Indian and Alaska Native;4304
Oxnard;California;31.0;101906;105346;207252;6367;78678;4.08;CA;White;165423
Columbus;Georgia;33.7;98785;101794;200579;21747;10376;2.62;GA;Asian;7039
New Orleans;Louisiana;35.9;185736;203881;389617;17388;21679;2.41;LA;Asian;13349
Kansas City;Kansas;33.4;74606;76655;151261;8139;25507;2.71;KS;Asian;7301
Kansas City;Kansas;33.4;74606;76655;151261;8139;25507;2.71;KS;American Indian and Alaska Native;2749
Torrance;California;41.2;73209;75259;148468;8459;43096;2.7;CA;American Indian and Alaska Native;3638
Midland;Texas;32.1;66595;66355;132950;5753;17061;2.78;TX;American Indian and Alaska Native;1922
Alexandria;Virginia;36.6;74989;78522;153511;10635;44030;2.2;VA;Asian;13315
Topeka;Kansas;37.1;60879;66378;127257;9608;6711;2.32;KS;Asian;3127
Lee's Summit;Missouri;36.8;48353;46715;95068;6624;3803;2.68;MO;Asian;3013
Saint Louis;Missouri;35.0;153026;162659;315685;17060;21802;2.16;MO;American Indian and Alaska Native;2746
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;American Indian and Alaska Native;1516
Durham;North Carolina;33.2;121153;136445;257598;12528;38642;2.4;NC;Black or African-American;108088
Corpus Christi;Texas;35.0;160488;163594;324082;25078;30834;2.69;TX;Hispanic or Latino;200737
Trenton;New Jersey;33.3;42581;41650;84231;2604;20428;3.04;NJ;White;37683
Tyler;Texas;33.9;50422;53283;103705;4813;8225;2.59;TX;Asian;2543
League City;Texas;35.9;49354;48996;98350;6484;8361;2.72;TX;Hispanic or Latino;14868
Compton;California;30.1;49264;49184;98448;897;30660;4.08;CA;Black or African-American;26395
Pleasanton;California;41.3;36662;42857;79519;2424;23208;2.87;CA;American Indian and Alaska Native;608
Davenport;Iowa;35.2;50123;52454;102577;7090;4065;2.39;IA;American Indian and Alaska Native;901
Flower Mound;Texas;40.2;35200;35824;71024;4217;6860;3.01;TX;Asian;6577
Lynchburg;Virginia;28.7;38614;41198;79812;4322;4364;2.48;VA;American Indian and Alaska Native;1024
San Tan Valley;Arizona;31.3;40429;42368;82797;4300;5757;3.44;AZ;Asian;1378
East Orange;New Jersey;35.5;29995;34967;64962;1870;15164;2.85;NJ;Asian;656
Lehigh Acres;Florida;34.3;57856;61624;119480;5551;31880;3.55;FL;Hispanic or Latino;42092
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;Hispanic or Latino;1667
Killeen;Texas;29.2;69442;71367;140809;24281;15769;2.72;TX;White;75823
Killeen;Texas;29.2;69442;71367;140809;24281;15769;2.72;TX;Asian;8183
Daly City;California;39.7;53817;52757;106574;3782;56640;3.26;CA;Asian;61918
Norwalk;Connecticut;42.4;40880;47603;88483;2877;22328;2.7;CT;Hispanic or Latino;24682
Gaithersburg;Maryland;35.7;32211;35234;67445;2126;28133;2.73;MD;American Indian and Alaska Native;672
Southfield;Michigan;41.6;31369;41808;73177;4035;4011;2.27;MI;White;18296
Southfield;Michigan;41.6;31369;41808;73177;4035;4011;2.27;MI;Asian;1345
San Antonio;Texas;33.1;721405;748419;1469824;109089;208046;2.93;TX;Asian;53933
Orem;Utah;26.1;48695;45762;94457;2828;12808;3.26;UT;American Indian and Alaska Native;976
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;Hispanic or Latino;8790
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;White;62927
Odessa;Texas;31.2;61119;57861;118980;5509;15845;2.92;TX;Asian;2252
Pine Hills;Florida;29.2;35344;40737;76081;2594;20735;3.3;FL;Hispanic or Latino;10496
Wilmington;North Carolina;35.5;52346;63601;115947;5908;7401;2.24;NC;White;89270
Allen;Texas;37.2;51324;46814;98138;3505;19649;3.04;TX;Asian;15790
Henderson;Nevada;42.5;139412;146246;285658;25045;35666;2.55;NV;American Indian and Alaska Native;3036
Arvada;Colorado;41.0;54870;60165;115035;8930;4921;2.49;CO;Asian;2922
Arvada;Colorado;41.0;54870;60165;115035;8930;4921;2.49;CO;American Indian and Alaska Native;2370
Buffalo;New York;33.1;124537;133529;258066;11231;24630;2.27;NY;White;130078
San Leandro;California;41.8;43032;47679;90711;4111;34293;2.79;CA;White;40182
Carlsbad;California;42.1;55119;58347;113466;6031;17689;2.68;CA;Hispanic or Latino;12969
Jackson;Mississippi;31.7;79039;91772;170811;8146;1789;2.65;MS;Black or African-American;139567
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;American Indian and Alaska Native;7003
Clifton;New Jersey;38.5;41932;44409;86341;2603;27979;3.11;NJ;American Indian and Alaska Native;2417
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;American Indian and Alaska Native;548
Parma;Ohio;40.8;38425;41518;79943;5028;6909;2.42;OH;Hispanic or Latino;5361
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.53;CO;Asian;5193
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;White;68838
Rio Rancho;New Mexico;38.3;47251;46904;94155;8527;5200;2.86;NM;Hispanic or Latino;38674
Brentwood;New York;34.2;31395;32397;63792;1492;27058;4.98;NY;Black or African-American;8619
Hemet;California;36.8;38622;45251;83873;5613;13330;2.97;CA;Hispanic or Latino;37448
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;Asian;64386
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.72;NC;White;60500
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;Black or African-American;1149
Abilene;Texas;31.3;65212;60664;125876;9367;8129;2.64;TX;Asian;2929
Florence-Graham;California;30.2;34186;32173;66359;416;28696;4.57;CA;Hispanic or Latino;60895
Sunnyvale;California;35.7;79480;72280;151760;3900;71441;2.74;CA;White;71463
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;American Indian and Alaska Native;3618
Warwick;Rhode Island;42.6;39289;42409;81698;5799;5318;2.4;RI;White;76999
Spokane;Washington;36.6;102756;110511;213267;18044;13253;2.34;WA;American Indian and Alaska Native;7192
Rockville;Maryland;38.1;31205;35793;66998;1990;25047;2.6;MD;Hispanic or Latino;9197
Austin;Texas;32.7;475718;456122;931840;37414;181686;2.5;TX;American Indian and Alaska Native;10890
Norwalk;Connecticut;42.4;40880;47603;88483;2877;22328;2.7;CT;White;67844
Gaithersburg;Maryland;35.7;32211;35234;67445;2126;28133;2.73;MD;Asian;13169
Eagan;Minnesota;36.8;31587;34701;66288;2699;8642;2.49;MN;American Indian and Alaska Native;684
Nashville;Tennessee;34.1;314231;340365;654596;27942;88193;2.39;TN;White;432447
Nashville;Tennessee;34.1;314231;340365;654596;27942;88193;2.39;TN;American Indian and Alaska Native;5474
Renton;Washington;36.3;52779;47468;100247;5032;28962;2.57;WA;Asian;22550
Norman;Oklahoma;30.9;59483;60814;120297;5578;8705;2.47;OK;Hispanic or Latino;11732
Duluth;Minnesota;34.7;41271;44855;86126;5015;2258;2.25;MN;White;81720
Ellicott City;Maryland;42.4;34406;36526;70932;3856;17587;2.73;MD;Hispanic or Latino;1602
Clarksville;Tennessee;29.7;75029;74161;149190;20803;8211;2.64;TN;Black or African-American;39445
Fishers;Indiana;34.5;42161;43910;86071;2469;6138;2.8;IN;Black or African-American;6873
Mayagüez;Puerto Rico;38.1;30799;35782;66581;;;;PR;Hispanic or Latino;65521
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.53;CO;White;58341
Lynn;Massachusetts;34.8;44598;47861;92459;3093;29899;2.81;MA;Hispanic or Latino;33250
Brentwood;New York;34.2;31395;32397;63792;1492;27058;4.98;NY;Asian;1647
Lawton;Oklahoma;31.1;51099;45560;96659;11572;6123;2.72;OK;American Indian and Alaska Native;10027
Mount Pleasant;South Carolina;42.7;39429;41880;81309;3981;4701;2.53;SC;Asian;1827
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;Hispanic or Latino;3395
Dayton;Ohio;32.8;66631;73966;140597;8465;7381;2.26;OH;American Indian and Alaska Native;2010
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Hispanic or Latino;76020
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Black or African-American;5195
San Francisco;California;38.3;439752;425064;864816;26276;297199;2.37;CA;Black or African-American;53270
Fort Worth;Texas;32.6;414126;422843;836969;39182;143404;2.88;TX;Hispanic or Latino;296133
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;Hispanic or Latino;10836
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;Black or African-American;4032
Camarillo;California;40.8;31941;35682;67623;4384;9735;2.77;CA;White;59702
Peoria;Arizona;36.9;80139;91103;171242;13019;14260;2.97;AZ;White;151232
Murrieta;California;35.3;49363;60453;109816;7242;19875;3.3;CA;Hispanic or Latino;32944
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;Hispanic or Latino;10890
New Rochelle;New York;40.6;38871;40967;79838;2780;26960;2.85;NY;Black or African-American;17723
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;Hispanic or Latino;37382
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;American Indian and Alaska Native;1593
Cicero;Illinois;28.5;43153;40714;83867;629;33801;3.89;IL;Black or African-American;2865
Olathe;Kansas;33.0;65046;69270;134316;6042;11913;2.97;KS;American Indian and Alaska Native;1872
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;American Indian and Alaska Native;16496
Clearwater;Florida;47.0;55225;57754;112979;10631;17686;2.4;FL;Hispanic or Latino;17211
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;Asian;2429
Hemet;California;36.8;38622;45251;83873;5613;13330;2.97;CA;Black or African-American;7650
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.57;LA;American Indian and Alaska Native;158
Arlington;Virginia;34.4;113981;115183;229164;12719;55205;2.19;VA;White;171673
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;Asian;11519
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;White;49982
Franklin;Tennessee;38.3;34991;37644;72635;3303;6876;2.73;TN;Hispanic or Latino;4916
College Station;Texas;22.9;54125;53774;107899;2471;16145;2.52;TX;Asian;10915
Lewisville;Texas;31.6;52776;52032;104808;4211;24865;2.78;TX;Hispanic or Latino;31757
Bellevue;Washington;37.4;70763;69051;139814;5382;54654;2.43;WA;Asian;52223
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;Black or African-American;29391
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.82;FL;White;84328
Vista;California;29.3;50680;50204;100884;4957;23271;3.52;CA;Hispanic or Latino;49524
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;Asian;6484
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;White;62170
Arlington;Virginia;34.4;113981;115183;229164;12719;55205;2.19;VA;Asian;28595
Yakima;Washington;34.0;45147;48553;93700;4705;15717;2.74;WA;American Indian and Alaska Native;2042
Sugar Land;Texas;42.1;43889;44240;88129;4377;31169;2.95;TX;Hispanic or Latino;7835
Glendale;California;42.1;98181;102844;201025;4448;111510;2.69;CA;Asian;42070
Palmdale;California;32.6;76361;81989;158350;6388;41974;3.54;CA;Asian;10981
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;Asian;3194
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Asian;16189
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;Hispanic or Latino;61064
Portland;Maine;40.3;31480;35392;66872;3666;9229;2.13;ME;Hispanic or Latino;2031
Portland;Maine;40.3;31480;35392;66872;3666;9229;2.13;ME;American Indian and Alaska Native;662
Franklin;Tennessee;38.3;34991;37644;72635;3303;6876;2.73;TN;Black or African-American;7749
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;Hispanic or Latino;2474
Oshkosh;Wisconsin;33.0;32905;33652;66557;3809;2348;2.3;WI;Hispanic or Latino;1972
Santa Ana;California;30.8;167503;167920;335423;4735;152999;4.58;CA;Asian;37651
Newton;Massachusetts;42.3;41985;46824;88809;1814;21692;2.71;MA;Asian;15666
Carmel;Indiana;39.9;42928;46101;89029;2723;9645;2.71;IN;Hispanic or Latino;3111
Bloomington;Minnesota;40.9;43318;43118;86436;6176;10728;2.3;MN;Hispanic or Latino;8021
Bloomington;Minnesota;40.9;43318;43118;86436;6176;10728;2.3;MN;American Indian and Alaska Native;1745
Anaheim;California;33.6;179603;171135;350738;9796;137133;3.45;CA;White;259820
San Francisco;California;38.3;439752;425064;864816;26276;297199;2.37;CA;White;442155
Franklin;Tennessee;38.3;34991;37644;72635;3303;6876;2.73;TN;White;61459
Fort Worth;Texas;32.6;414126;422843;836969;39182;143404;2.88;TX;Asian;42053
Sunnyvale;California;35.7;79480;72280;151760;3900;71441;2.74;CA;Hispanic or Latino;25638
Missoula;Montana;34.7;35002;36022;71024;4733;2771;2.15;MT;White;66504
Santa Barbara;California;37.8;45068;46784;91852;4518;19441;2.51;CA;Hispanic or Latino;31102
Fort Wayne;Indiana;34.7;124815;133329;258144;13539;19146;2.45;IN;Asian;13596
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;Hispanic or Latino;28712
Saint Petersburg;Florida;41.8;123524;133564;257088;20247;28567;2.42;FL;Black or African-American;67798
Santa Ana;California;30.8;167503;167920;335423;4735;152999;4.58;CA;White;163096
Framingham;Massachusetts;40.3;35442;35768;71210;2625;19070;2.49;MA;American Indian and Alaska Native;849
Sacramento;California;33.7;237724;252991;490715;19698;112579;2.73;CA;Hispanic or Latino;150153
Pompano Beach;Florida;42.5;56569;51202;107771;5145;32733;2.55;FL;American Indian and Alaska Native;2138
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;Black or African-American;6079
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.82;CO;Black or African-American;61894
Roanoke;Virginia;36.9;47252;52645;99897;6567;7346;2.35;VA;Asian;3237
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.53;CO;Hispanic or Latino;8065
Garland;Texas;34.5;116406;120430;236836;10407;62975;3.12;TX;American Indian and Alaska Native;3083
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;Black or African-American;23107
Pomona;California;32.1;74945;78307;153252;3251;53879;3.63;CA;Asian;17646
Newton;Massachusetts;42.3;41985;46824;88809;1814;21692;2.71;MA;White;69380
Bloomington;Minnesota;40.9;43318;43118;86436;6176;10728;2.3;MN;White;71874
Corona;California;37.1;79749;84493;164242;7709;42131;2.97;CA;Black or African-American;9437
Carson;California;40.4;43790;49506;93296;4273;33860;3.7;CA;Asian;31706
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;White;72061
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;American Indian and Alaska Native;708
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;Black or African-American;45914
Indio;California;35.9;43803;43723;87526;3647;22538;3.08;CA;Black or African-American;3300
Lewisville;Texas;31.6;52776;52032;104808;4211;24865;2.78;TX;Black or African-American;16948
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;American Indian and Alaska Native;3042
Camarillo;California;40.8;31941;35682;67623;4384;9735;2.77;CA;Asian;7198
Cambridge;Massachusetts;31.5;55421;54981;110402;2495;27757;2.06;MA;Black or African-American;11880
Sunnyvale;California;35.7;79480;72280;151760;3900;71441;2.74;CA;American Indian and Alaska Native;1179
San Francisco;California;38.3;439752;425064;864816;26276;297199;2.37;CA;American Indian and Alaska Native;8997
Murrieta;California;35.3;49363;60453;109816;7242;19875;3.3;CA;White;77700
Lafayette;Indiana;33.5;34313;36857;71170;5045;5697;2.19;IN;Asian;1167
Passaic;New Jersey;30.4;36505;34577;71082;693;24174;3.56;NJ;Asian;3338
Mount Pleasant;South Carolina;42.7;39429;41880;81309;3981;4701;2.53;SC;Hispanic or Latino;2569
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;Asian;36825
Riverside;California;31.4;160613;161810;322423;12373;69584;3.34;CA;Black or African-American;26147
